16,8000, 0.910509, 0.006087, 11.2531, 0.979747, 14.2976, 
16,16000, 0.911405, 0.005886, 13.274, 0.851117, 16.0487, 
16,16000, 0.907319, 0.00586, 13.2391, 0.756396, 16.629, 
16,16000, 0.909342, 0.005842, 13.1506, 0.767352, 15.8267, 
16,16000, 0.909727, 0.005891, 13.3628, 1.06656, 16.9283, 
8,500, 0.910141, 0.002957, 19.5698, 0.563616, 22.9606, 
8,500, 0.911316, 0.002869, 19.7929, 0.466218, 22.9813, 
8,500, 0.91533, 0.002921, 19.7274, 0.471248, 22.8816, 
8,500, 0.934552, 0.003162, 19.9602, 0.383068, 23.0434, 
8,1000, 0.915222, 0.002913, 19.75, 0.504105, 24.3786, 
8,1000, 0.908577, 0.002996, 20.1176, 0.635448, 23.5566, 
8,1000, 0.965529, 0.003126, 19.6183, 0.506782, 22.845, 
8,1000, 0.910405, 0.002915, 19.7296, 0.453119, 23.4076, 
8,2000, 0.908304, 0.003013, 19.6939, 0.462481, 23.4303, 
8,2000, 0.909576, 0.002905, 19.864, 0.428881, 23.9438, 
8,2000, 0.959667, 0.002985, 19.6949, 0.393382, 22.9484, 
8,2000, 0.961332, 0.003135, 19.7368, 0.422251, 23.8011, 
8,4000, 0.911791, 0.002921, 20.0363, 0.565309, 24.1179, 
8,4000, 0.910676, 0.00286, 20.0969, 0.584968, 24.5826, 
8,4000, 0.917136, 0.00305, 20.0502, 0.615878, 24.4672, 
8,4000, 0.911883, 0.002968, 19.9476, 0.587655, 23.5732, 
8,8000, 0.907677, 0.002902, 20.3292, 0.562636, 24.4207, 
8,8000, 0.930551, 0.002911, 20.3721, 0.562808, 24.9083, 
8,8000, 0.912621, 0.00297, 20.4322, 0.640153, 24.8377, 
8,8000, 0.930168, 0.00313, 20.2433, 0.514059, 24.3947, 
8,16000, 0.913256, 0.002938, 20.5346, 1.10129, 25.0623, 
8,16000, 0.909038, 0.002948, 20.9831, 0.855402, 24.8684, 
8,16000, 0.906766, 0.00296, 20.9255, 0.764358, 24.8211, 
8,16000, 0.912848, 0.003051, 21.1545, 1.0877, 26.141, 
4,16000, 0.912586, 0.001445, 36.5537, 0.707344, 43.5275, 
4,16000, 0.913371, 0.001589, 36.2871, 1.07969, 42.8833, 
4,16000, 0.916107, 0.001581, 37.0108, 1.11521, 44.8534, 
4,16000, 0.962686, 0.001574, 36.6522, 0.680068, 42.9956, 
4,8000, 0.912139, 0.001505, 36.4848, 0.617813, 42.9361, 
4,8000, 0.909819, 0.001513, 36.8276, 0.651859, 43.6976, 
4,8000, 0.912188, 0.001599, 36.675, 0.534311, 43.0724, 
4,8000, 0.930232, 0.001576, 36.7416, 0.5316, 42.7316, 
4,4000, 0.910734, 0.001585, 37.0579, 0.573047, 44.0787, 
4,4000, 0.907714, 0.001555, 36.853, 0.486193, 43.4201, 
4,4000, 0.906936, 0.001546, 36.6636, 0.592471, 42.6812, 
4,4000, 0.908768, 0.001516, 36.7479, 0.488654, 42.3936, 
4,1000, 0.969749, 0.001635, 37.4341, 0.427052, 43.8787, 
4,1000, 0.931216, 0.001617, 36.4234, 0.430497, 41.887, 
4,1000, 1.01165, 0.001517, 36.7786, 0.579901, 42.168, 
4,1000, 0.943062, 0.001499, 36.7123, 0.48111, 43.2901, 
4,2000, 0.91334, 0.001654, 37.7523, 0.552666, 43.7915, 
4,2000, 0.916721, 0.001591, 36.5304, 0.415609, 43.5075, 
4,2000, 0.942358, 0.001523, 37.2839, 0.419145, 44.0483, 
4,2000, 0.913224, 0.001519, 36.7083, 0.444696, 43.3555, 
4,500, 0.910985, 0.001545, 36.9429, 0.539488, 42.7745, 
4,500, 0.913661, 0.001497, 37.3291, 0.412144, 44.0352, 
4,500, 0.967598, 0.001663, 36.9031, 0.36892, 42.1558, 
4,500, 0.913066, 0.001529, 37.1659, 0.444416, 42.5783, 
4,500, 0.920502, 0.001594, 36.6206, 0.419533, 42.5626, 
32,500, 0.912832, 0.012846, 5.77929, 0.380947, 7.12544, 
32,500, 0.90946, 0.01209, 5.72868, 0.51477, 7.26453, 
